День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Заголовок,Статус объявления,Тип объявления,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Название товара или каталога,Производитель товара,Категория товара,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
28.08.2026,G10 - рыбаки,5791489951,Условие подбора аудитории,,Интересы и привычки,42053328,-,0,,Не определено,-,-,,1919233043117772392,"Морская рыбалка в Сочи, осенний сезон - 2800 ₽ / чел.",Активные,Комбинаторное,"Сезонная рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, Ставрида, пеламида",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4737119/q4DN12WlwDezO8-wWsofPg,сезон 03.png,1164156067,https://avatars.mds.yandex.net/get-media-adv-screenshooter/21162581/582f7520-9398-4532-8240-d21bd63b6990/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Условие подбора аудитории,,Интересы и привычки,42053328,-,0,,Не определено,-,-,,1919233043117772392,"Морская рыбалка в Сочи, осенний сезон - 2800 ₽ / чел.",Активные,Комбинаторное,"Сезонная рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, Ставрида, пеламида",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4737119/q4DN12WlwDezO8-wWsofPg,сезон 03.png,1164216079,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20985094/df89c1af-59fe-4be2-a722-2cf06c197a6a/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Условие подбора аудитории,,Интересы и привычки,42053328,-,0,,Не определено,-,-,,1919233043117772392,Рыбалка в Черном море - Сочи,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5220563/VQuCih-eyFsJHPHY5QPWww,сезон 02.png,1164216079,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20985094/df89c1af-59fe-4be2-a722-2cf06c197a6a/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Условие подбора аудитории,,Интересы и привычки,42053328,-,0,,Не определено,-,-,,1919233043117772392,Рыбалка в Черном море - Сочи,Активные,Комбинаторное,"Сезонная рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, Ставрида, пеламида",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5220563/VQuCih-eyFsJHPHY5QPWww,сезон 02.png,1164156067,https://avatars.mds.yandex.net/get-media-adv-screenshooter/21162581/582f7520-9398-4532-8240-d21bd63b6990/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4737119/q4DN12WlwDezO8-wWsofPg,сезон 03.png,1164156067,https://avatars.mds.yandex.net/get-media-adv-screenshooter/21162581/582f7520-9398-4532-8240-d21bd63b6990/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4737119/q4DN12WlwDezO8-wWsofPg,сезон 03.png,1164156067,https://avatars.mds.yandex.net/get-media-adv-screenshooter/21162581/582f7520-9398-4532-8240-d21bd63b6990/orig,Видео,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5220563/VQuCih-eyFsJHPHY5QPWww,сезон 02.png,1164156067,https://avatars.mds.yandex.net/get-media-adv-screenshooter/21162581/582f7520-9398-4532-8240-d21bd63b6990/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5261412/-1ELjpYqXErBDt0M0nJ1Dg,сезон 01.png,1164216079,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20985094/df89c1af-59fe-4be2-a722-2cf06c197a6a/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,аренда катеров лодок яхт,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,"Морская рыбалка в Сочи, осенний сезон - 2800 ₽ / чел.",Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,35-44 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.33,0.00,33.04,2.00,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,аренда лодки в сочи,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Выход каждые три часа - бронь онлайн,Активные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,красная рыба и икра,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Выход в море на катамаране "Моряк Попай",Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Смартфоны,iOS,Wi-Fi,Женский,25-34 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.17,0.00,17.18,3.00,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,лодочная база,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Выход каждые три часа - бронь онлайн,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,25-34 года,Топ 1%,Не определено,0.00,1,0,0,-,-,0.00,-,0.17,0.00,17.18,3.00,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,морская рыбалка,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Не определен,Не определен,Остальные,Не определено,0.00,2,0,0,-,-,0.00,-,1.23,0.00,61.26,2.00,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,морская рыбалка,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.70,4.00,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,морская рыбалка,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,"Морская рыбалка в Сочи, осенний сезон - 2800 ₽ / чел.",Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.74,0.00,74.19,2.00,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,морская рыбалка в сочи,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Рыбалка в Черном море - Сочи,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.80,0.00,79.51,4.00,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,рыбалка в сочи,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Рыбалка в Черном море - Сочи,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,35-44 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.58,0.00,58.08,4.00,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,рыбалка в сочи,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Рыбалка в Черном море - Сочи,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,рыбалка в сочи,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Рыбалка в Черном море - Сочи,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,35-44 года,6–10%,Не определено,0.00,5,0,0,-,-,0.00,-,2.52,0.00,50.40,2.60,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,рыбалка в сочи на море с катера,Целевые запросы,Запросы без упоминания брендов,-,,1919233043117772392,Заголовок из контента поискового сниппета или настроек объявления,Активные,Комбинаторное,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Динамические места на поиске,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.37,0.00,37.14,3.00,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,рыбалка в сочи на море с катера,Целевые запросы,Запросы без упоминания брендов,-,,1919233043117772392,"Морская рыбалка в Сочи, осенний сезон - 2800 ₽ / чел.",Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.33,0.00,33.04,2.00,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,рыбалка в сочи на море с катера,Целевые запросы,Запросы без упоминания брендов,-,,1919233043117772392,"Морская рыбалка в Сочи, осенний сезон - 2800 ₽ / чел.",Активные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,3,0,0,-,-,0.00,-,1.66,0.00,55.36,1.67,-,-,-
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,рыбалка на черном море,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Рыбалка в Черном море - Сочи,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Мобильная связь,Мужской,18-24 года,Остальные,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,1.00,100.00,100.00,1.00,1.00,0.00,1.00
28.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,сочи рыбалка в море,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Рыбалка в Черном море - Сочи,Активные,Комбинаторное,"Сезонная рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, Ставрида, пеламида",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Женский,Старше 55,2–5%,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,0.83,120.76,82.81,3.00,3.00,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Ловля луфаря - Чёрное море - Сочи,Активные,Комбинаторное,"Рыбалка на луфаря в Сочи: «Моряк Попай», билет 2 800 ₽/чел., 3 часа. Снасти на борту.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5091246/eJkNsr7pERkqykoLdhRK4Q,луфарь квадратная.png,1164309310,https://avatars.mds.yandex.net/get-media-adv-screenshooter/18844827/24ae65a5-6503-40c9-b3eb-bcd5b8fc0815/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Луфарь на катамаране «Моряк Попай»,Активные,Комбинаторное,"Выход на луфаря из порта в Сириусе. Групповая рыбалка, 2 800 ₽/чел., 3 часа в море,",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5231972/QEz8JNU7UAq4yt_lLVsOHw,луфарь вертикаль.png,1164309310,https://avatars.mds.yandex.net/get-media-adv-screenshooter/18844827/24ae65a5-6503-40c9-b3eb-bcd5b8fc0815/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Луфарь на катамаране «Моряк Попай»,Активные,Комбинаторное,"Выход на луфаря из порта в Сириусе. Групповая рыбалка, 2 800 ₽/чел., 3 часа в море,",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5231972/QEz8JNU7UAq4yt_lLVsOHw,луфарь вертикаль.png,1164309310,https://avatars.mds.yandex.net/get-media-adv-screenshooter/18844827/24ae65a5-6503-40c9-b3eb-bcd5b8fc0815/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Луфарь на катамаране «Моряк Попай»,Активные,Комбинаторное,"Рыбалка на луфаря в Сочи: «Моряк Попай», билет 2 800 ₽/чел., 3 часа. Снасти на борту.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4557576/hncqs4PkvXgkWWFmr_Nh2A,луфарь горизонталь.png,1164309310,https://avatars.mds.yandex.net/get-media-adv-screenshooter/18844827/24ae65a5-6503-40c9-b3eb-bcd5b8fc0815/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Луфарь на катамаране «Моряк Попай»,Активные,Комбинаторное,"Рыбалка на луфаря в Сочи: «Моряк Попай», билет 2 800 ₽/чел., 3 часа. Снасти на борту.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4557576/hncqs4PkvXgkWWFmr_Nh2A,луфарь горизонталь.png,1164309310,https://avatars.mds.yandex.net/get-media-adv-screenshooter/18844827/24ae65a5-6503-40c9-b3eb-bcd5b8fc0815/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,"Выход на луфаря из порта в Сириусе. Групповая рыбалка, 2 800 ₽/чел., 3 часа в море,",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4557576/hncqs4PkvXgkWWFmr_Nh2A,луфарь горизонталь.png,1164309310,https://avatars.mds.yandex.net/get-media-adv-screenshooter/18844827/24ae65a5-6503-40c9-b3eb-bcd5b8fc0815/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,"Выход на луфаря из порта в Сириусе. Групповая рыбалка, 2 800 ₽/чел., 3 часа в море,",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5091246/eJkNsr7pERkqykoLdhRK4Q,луфарь квадратная.png,-,-,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Планшеты,iOS,Wi-Fi,Мужской,Старше 55,Топ 1%,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,"Выход на луфаря из порта в Сириусе. Групповая рыбалка, 2 800 ₽/чел., 3 часа в море,",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5091246/eJkNsr7pERkqykoLdhRK4Q,луфарь квадратная.png,1164309310,https://avatars.mds.yandex.net/get-media-adv-screenshooter/18844827/24ae65a5-6503-40c9-b3eb-bcd5b8fc0815/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
